code,title
F003,NATURAL RESOURCES/CONSERVATION- FOREST-RANGE FIRE SUPPRESSION/PRESUPPRESSION
F004,NATURAL RESOURCES/CONSERVATION- FOREST/RANGE FIRE REHABILITATION (NON-CONSTRUCTION)
F005,NATURAL RESOURCES/CONSERVATION- FOREST TREE PLANTING
F006,NATURAL RESOURCES/CONSERVATION- LAND TREATMENT PRACTICES
F007,NATURAL RESOURCES/CONSERVATION- RANGE SEEDING (GROUND EQUIPMENT)
F008,NATURAL RESOURCES/CONSERVATION- RECREATION SITE MAINTENANCE (NON-CONSTRUCTION)
F009,NATURAL RESOURCES/CONSERVATION- SEED COLLECTION/PRODUCTION
F010,NATURAL RESOURCES/CONSERVATION- SEEDLING PRODUCTION/TRANSPLANTING
F011,NATURAL RESOURCES/CONSERVATION- SURFACE MINING RECLAMATION (NON-CONSTRUCTION)
F012,NATURAL RESOURCES/CONSERVATION- SURVEY LINE CLEARING
F013,NATURAL RESOURCES/CONSERVATION- TREE BREEDING
F014,NATURAL RESOURCES/CONSERVATION- TREE THINNING
F015,NATURAL RESOURCES/CONSERVATION- WELL DRILLING/EXPLORATORY
F016,NATURAL RESOURCES/CONSERVATION- WILDHORSE/BURRO CONTROL
F018,NATURAL RESOURCES/CONSERVATION- OTHER FOREST/RANGE IMPROVEMENTS (NON-CONSTRUCTION)
F019,NATURAL RESOURCES/CONSERVATION- OTHER WILDLIFE MANAGEMENT
F020,NATURAL RESOURCES/CONSERVATION- FISHERIES RESOURCES MANAGEMENT
F021,NATURAL RESOURCES/CONSERVATION- SITE PREPARATION
F022,NATURAL RESOURCES/CONSERVATION- FISH HATCHERY
F099,NATURAL RESOURCES/CONSERVATION- OTHER
F1,ENVIRONMENTAL SYSTEMS PROTECTION
F101,ENVIRONMENTAL SYSTEMS PROTECTION- AIR QUALITY SUPPORT
F103,ENVIRONMENTAL SYSTEMS PROTECTION- WATER QUALITY SUPPORT
F105,ENVIRONMENTAL SYSTEMS PROTECTION- PESTICIDES SUPPORT
F107,ENVIRONMENTAL SYSTEMS PROTECTION- TOXIC AND HAZARDOUS SUBSTANCE ANALYSIS
F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION
F109,ENVIRONMENTAL SYSTEMS PROTECTION- LEAKING UNDERGROUND STORAGE TANK SUPPORT
F110,"ENVIRON SYS PROTECT- DEVELOPMENT OF ENVIRON IMPACT STMTS/ASSESSMENTS, TECH ANALYSIS/ENVIRON AUDITS"
F111,ENVIRONMENTAL SYSTEMS PROTECTION- MULTIPLE POLLUTANT SUPPORT
F112,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE
F113,ENVIRONMENTAL SYSTEMS PROTECTION- WETLANDS CONSERVATION AND SUPPORT
F114,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL LICENSING AND PERMITTING
F115,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL CONSULTING AND LEGAL SUPPORT
F9,NATURAL RESOURCES - OTHER SVCS
F999,OTHER ENVIRONMENTAL SERVICES
G,SOCIAL SERVICES
G0,SOCIAL SERVICES
G001,SOCIAL- CARE OF REMAINS AND/OR FUNERAL
G002,SOCIAL- CHAPLAIN
G003,SOCIAL- RECREATIONAL
G004,SOCIAL- SOCIAL REHABILITATION
G005,SOCIAL- GERIATRIC
G006,SOCIAL- GOVERNMENT LIFE INSURANCE PROGRAMS
G007,SOCIAL- GOVERNMENT HEALTH INSURANCE PROGRAMS
G008,SOCIAL- GOVERNMENT INSURANCE PROGRAMS: OTHER
G009,SOCIAL- NON-GOVERNMENT INSURANCE PROGRAMS
G010,SOCIAL- DIRECT AID TO TRIBAL GOVERNMENTS (PL 93-638)
G099,SOCIAL- OTHER
H,"QUALITY CONTROL, TEST, INSPECTION"
H1,QUALITY CONTROL SERVICES
H110,QUALITY CONTROL- WEAPONS
H111,QUALITY CONTROL- NUCLEAR ORDNANCE
H112,QUALITY CONTROL- FIRE CONTROL EQUIPMENT
H113,QUALITY CONTROL- AMMUNITION AND EXPLOSIVES
H114,QUALITY CONTROL- GUIDED MISSILES
H115,QUALITY CONTROL- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS
H116,QUALITY CONTROL- AIRCRAFT COMPONENTS AND ACCESSORIES
H117,"QUALITY CONTROL- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT"
H118,QUALITY CONTROL- SPACE VEHICLES
H119,"QUALITY CONTROL- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS"
H120,QUALITY CONTROL- SHIP AND MARINE EQUIPMENT
H122,QUALITY CONTROL- RAILWAY EQUIPMENT
H123,"QUALITY CONTROL- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES"
H124,QUALITY CONTROL- TRACTORS
H125,QUALITY CONTROL- VEHICULAR EQUIPMENT COMPONENTS
H126,QUALITY CONTROL- TIRES AND TUBES
H128,"QUALITY CONTROL- ENGINES, TURBINES, AND COMPONENTS"
H129,QUALITY CONTROL- ENGINE ACCESSORIES
H130,QUALITY CONTROL- MECHANICAL POWER TRANSMISSION EQUIPMENT
H131,QUALITY CONTROL- BEARINGS
H132,QUALITY CONTROL- WOODWORKING MACHINERY AND EQUIPMENT
H134,QUALITY CONTROL- METALWORKING MACHINERY
H135,QUALITY CONTROL- SERVICE AND TRADE EQUIPMENT
H136,QUALITY CONTROL- SPECIAL INDUSTRY MACHINERY
H137,QUALITY CONTROL- AGRICULTURAL MACHINERY AND EQUIPMENT
H138,"QUALITY CONTROL- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT"
H139,QUALITY CONTROL- MATERIALS HANDLING EQUIPMENT
H140,"QUALITY CONTROL- ROPE, CABLE, CHAIN, AND FITTINGS"
H141,"QUALITY CONTROL- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT"
H142,QUALITY CONTROL- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS
H143,QUALITY CONTROL- PUMPS AND COMPRESSORS
H144,"QUALITY CONTROL- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS"
H145,"QUALITY CONTROL- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT"
H146,QUALITY CONTROL- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT
H147,"QUALITY CONTROL- PIPE, TUBING, HOSE, AND FITTINGS"
H148,QUALITY CONTROL- VALVES
H149,QUALITY CONTROL- MAINTENANCE AND REPAIR SHOP EQUIPMENT
H151,QUALITY CONTROL- HAND TOOLS
H152,QUALITY CONTROL- MEASURING TOOLS
H153,QUALITY CONTROL- HARDWARE AND ABRASIVES
H154,QUALITY CONTROL- PREFABRICATED STRUCTURES AND SCAFFOLDING
H155,"QUALITY CONTROL- LUMBER, MILLWORK, PLYWOOD, AND VENEER"
H156,QUALITY CONTROL- CONSTRUCTION AND BUILDING MATERIALS
H158,"QUALITY CONTROL- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT"
H159,QUALITY CONTROL- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS
H160,"QUALITY CONTROL- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES"
H161,QUALITY CONTROL- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT
H162,QUALITY CONTROL- LIGHTING FIXTURES AND LAMPS
H163,"QUALITY CONTROL- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS"
H165,"QUALITY CONTROL- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES"
H166,QUALITY CONTROL- INSTRUMENTS AND LABORATORY EQUIPMENT
H167,QUALITY CONTROL- PHOTOGRAPHIC EQUIPMENT
H168,QUALITY CONTROL- CHEMICALS AND CHEMICAL PRODUCTS
H169,QUALITY CONTROL- TRAINING AIDS AND DEVICES
H171,QUALITY CONTROL- FURNITURE
H172,QUALITY CONTROL- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES
H173,QUALITY CONTROL- FOOD PREPARATION AND SERVING EQUIPMENT
H174,"QUALITY CONTROL- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT"
H175,QUALITY CONTROL- OFFICE SUPPLIES AND DEVICES
H176,"QUALITY CONTROL- BOOKS, MAPS, AND OTHER PUBLICATIONS"
H177,QUALITY CONTROL- MUSICAL INST/PHONOGRAPH/HOME RADIO
H178,QUALITY CONTROL- RECREATIONAL AND ATHLETIC EQUIPMENT
H179,QUALITY CONTROL- CLEANING EQUIPMENT AND SUPPLIES
H180,"QUALITY CONTROL- BRUSHES, PAINTS, SEALERS, AND ADHESIVES"
H181,"QUALITY CONTROL- CONTAINERS, PACKAGING, AND PACKING SUPPLIES"
H183,"QUALITY CONTROL- TEXTILES, LEATHER, FURS, APPAREL AND SHOE FINDINGS, TENTS AND FLAGS"
H184,"QUALITY CONTROL- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA"
H185,QUALITY CONTROL- TOILETRIES
H187,QUALITY CONTROL- AGRICULTURAL SUPPLIES
H188,QUALITY CONTROL- LIVE ANIMALS
H189,QUALITY CONTROL- SUBSISTENCE
H191,"QUALITY CONTROL- FUELS, LUBRICANTS, OILS, AND WAXES"
H193,QUALITY CONTROL- NONMETALLIC FABRICATED MATERIALS
H194,QUALITY CONTROL- NONMETALLIC CRUDE MATERIALS
H195,"QUALITY CONTROL- METAL BARS, SHEETS, AND SHAPES"
H196,"QUALITY CONTROL- ORES, MINERALS, AND THEIR PRIMARY PRODUCTS"
H199,QUALITY CONTROL- MISCELLANEOUS
H2,EQUIPMENT AND MATERIALS TESTING
H210,EQUIPMENT AND MATERIALS TESTING- WEAPONS
H211,EQUIPMENT AND MATERIALS TESTING- NUCLEAR ORDNANCE
H212,EQUIPMENT AND MATERIALS TESTING- FIRE CONTROL EQUIPMENT
H213,EQUIPMENT AND MATERIALS TESTING- AMMUNITION AND EXPLOSIVES
H214,EQUIPMENT AND MATERIALS TESTING- GUIDED MISSILES
H215,EQUIPMENT AND MATERIALS TESTING- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS
H216,EQUIPMENT AND MATERIALS TESTING- AIRCRAFT COMPONENTS AND ACCESSORIES
H217,"EQUIPMENT AND MATERIALS TESTING- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT"
H218,EQUIPMENT AND MATERIALS TESTING- SPACE VEHICLES
H219,"EQUIPMENT AND MATERIALS TESTING- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS"
H220,EQUIPMENT AND MATERIALS TESTING- SHIP AND MARINE EQUIPMENT
H222,EQUIPMENT AND MATERIALS TESTING- RAILWAY EQUIPMENT
H223,"EQUIPMENT AND MATERIALS TESTING- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES"
H224,EQUIPMENT AND MATERIALS TESTING- TRACTORS
H225,EQUIPMENT AND MATERIALS TESTING- VEHICULAR EQUIPMENT COMPONENTS
H226,EQUIPMENT AND MATERIALS TESTING- TIRES AND TUBES
H228,"EQUIPMENT AND MATERIALS TESTING- ENGINES, TURBINES, AND COMPONENTS"
H229,EQUIPMENT AND MATERIALS TESTING- ENGINE ACCESSORIES
H230,EQUIPMENT AND MATERIALS TESTING- MECHANICAL POWER TRANSMISSION EQUIPMENT
H231,EQUIPMENT AND MATERIALS TESTING- BEARINGS
H232,EQUIPMENT AND MATERIALS TESTING- WOODWORKING MACHINERY AND EQUIPMENT
H234,EQUIPMENT AND MATERIALS TESTING- METALWORKING MACHINERY
H235,EQUIPMENT AND MATERIALS TESTING- SERVICE AND TRADE EQUIPMENT
H236,EQUIPMENT AND MATERIALS TESTING- SPECIAL INDUSTRY MACHINERY
H237,EQUIPMENT AND MATERIALS TESTING- AGRICULTURAL MACHINERY AND EQUIPMENT
H238,"EQUIPMENT AND MATERIALS TESTING- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT"
H239,EQUIPMENT AND MATERIALS TESTING- MATERIALS HANDLING EQUIPMENT
H240,"EQUIPMENT AND MATERIALS TESTING- ROPE, CABLE, CHAIN, AND FITTINGS"
H241,"EQUIPMENT AND MATERIALS TESTING- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT"
H242,EQUIP/MATERIALS TESTING- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS
H243,EQUIPMENT AND MATERIALS TESTING- PUMPS AND COMPRESSORS
H244,"EQUIPMENT AND MATERIALS TESTING- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS"
H245,"EQUIPMENT AND MATERIALS TESTING- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT"
H246,EQUIPMENT AND MATERIALS TESTING- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT
H247,"EQUIPMENT AND MATERIALS TESTING- PIPE, TUBING, HOSE, AND FITTINGS"
H248,EQUIPMENT AND MATERIALS TESTING- VALVES
H249,EQUIPMENT AND MATERIALS TESTING- MAINTENANCE AND REPAIR SHOP EQUIPMENT
H251,EQUIPMENT AND MATERIALS TESTING- HAND TOOLS
H252,EQUIPMENT AND MATERIALS TESTING- MEASURING TOOLS
H253,EQUIPMENT AND MATERIALS TESTING- HARDWARE AND ABRASIVES
H254,EQUIPMENT AND MATERIALS TESTING- PREFABRICATED STRUCTURES AND SCAFFOLDING
H255,"EQUIPMENT AND MATERIALS TESTING- LUMBER, MILLWORK, PLYWOOD, AND VENEER"
H256,EQUIPMENT AND MATERIALS TESTING- CONSTRUCTION AND BUILDING MATERIALS
H258,"EQUIPMENT AND MATERIALS TESTING- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT"
H259,EQUIPMENT AND MATERIALS TESTING- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS
H260,"EQUIPMENT AND MATERIALS TESTING- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES"
H261,EQUIPMENT AND MATERIALS TESTING- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT
H262,EQUIPMENT AND MATERIALS TESTING- LIGHTING FIXTURES AND LAMPS
H263,"EQUIPMENT AND MATERIALS TESTING- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS"
H265,"EQUIPMENT AND MATERIALS TESTING- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES"
H266,EQUIPMENT AND MATERIALS TESTING- INSTRUMENTS AND LABORATORY EQUIPMENT
H267,EQUIPMENT AND MATERIALS TESTING- PHOTOGRAPHIC EQUIPMENT
H268,EQUIPMENT AND MATERIALS TESTING- CHEMICALS AND CHEMICAL PRODUCTS
H269,EQUIPMENT AND MATERIALS TESTING- TRAINING AIDS AND DEVICES
H270,EQUIPMENT AND MATERIALS TESTING- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT
H271,EQUIPMENT AND MATERIALS TESTING- FURNITURE
H272,EQUIPMENT AND MATERIALS TESTING- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES
H273,EQUIPMENT AND MATERIALS TESTING- FOOD PREPARATION AND SERVING EQUIPMENT
H274,"EQUIPMENT/MATERIALS TESTING- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT"
H275,EQUIPMENT AND MATERIALS TESTING- OFFICE SUPPLIES AND DEVICES
H276,"EQUIPMENT AND MATERIALS TESTING- BOOKS, MAPS, AND OTHER PUBLICATIONS"
H277,EQUIPMENT AND MATERIALS TESTING- MUSICAL INST/PHONOGRAPH/HOME RADIO
H278,EQUIPMENT AND MATERIALS TESTING- RECREATIONAL AND ATHLETIC EQUIPMENT
H279,EQUIPMENT AND MATERIALS TESTING- CLEANING EQUIPMENT AND SUPPLIES
H280,"EQUIPMENT AND MATERIALS TESTING- BRUSHES, PAINTS, SEALERS, AND ADHESIVES"
H281,"EQUIPMENT AND MATERIALS TESTING- CONTAINERS, PACKAGING, AND PACKING SUPPLIES"
H283,"EQUIPMENT AND MATERIALS TESTING- TEXTILES, LEATHER, FURS, APPAREL AND SHOE FINDINGS, TENTS AND FLAGS"
H284,"EQUIPMENT AND MATERIALS TESTING- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA"
H285,EQUIPMENT AND MATERIALS TESTING- TOILETRIES
H287,EQUIPMENT AND MATERIALS TESTING- AGRICULTURAL SUPPLIES
H288,EQUIPMENT AND MATERIALS TESTING- LIVE ANIMALS
H289,EQUIPMENT AND MATERIALS TESTING- SUBSISTENCE
H291,"EQUIPMENT AND MATERIALS TESTING- FUELS, LUBRICANTS, OILS, AND WAXES"
H293,EQUIPMENT AND MATERIALS TESTING- NONMETALLIC FABRICATED MATERIALS
H294,EQUIPMENT AND MATERIALS TESTING- NONMETALLIC CRUDE MATERIALS
H295,"EQUIPMENT AND MATERIALS TESTING- METAL BARS, SHEETS, AND SHAPES"
H296,"EQUIPMENT AND MATERIALS TESTING- ORES, MINERALS, AND THEIR PRIMARY PRODUCTS"
H299,EQUIPMENT AND MATERIALS TESTING- MISCELLANEOUS
H3,INSPECTION SERVICES
H310,INSPECTION- WEAPONS
H311,INSPECTION- NUCLEAR ORDNANCE
H312,INSPECTION- FIRE CONTROL EQUIPMENT
H313,INSPECTION- AMMUNITION AND EXPLOSIVES
H314,INSPECTION- GUIDED MISSILES
H315,INSPECTION- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS
H316,INSPECTION- AIRCRAFT COMPONENTS AND ACCESSORIES
H317,"INSPECTION- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT"
H318,INSPECTION- SPACE VEHICLES
H319,"INSPECTION- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS"
H320,INSPECTION- SHIP AND MARINE EQUIPMENT
H322,INSPECTION- RAILWAY EQUIPMENT
H323,"INSPECTION- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES"
H324,INSPECTION- TRACTORS
H325,INSPECTION- VEHICULAR EQUIPMENT COMPONENTS
H326,INSPECTION- TIRES AND TUBES
H328,"INSPECTION- ENGINES, TURBINES, AND COMPONENTS"
H329,INSPECTION- ENGINE ACCESSORIES
H330,INSPECTION- MECHANICAL POWER TRANSMISSION EQUIPMENT
H331,INSPECTION- BEARINGS
H332,INSPECTION- WOODWORKING MACHINERY AND EQUIPMENT
H334,INSPECTION- METALWORKING MACHINERY
H335,INSPECTION- SERVICE AND TRADE EQUIPMENT
H336,INSPECTION- SPECIAL INDUSTRY MACHINERY
H337,INSPECTION- AGRICULTURAL MACHINERY AND EQUIPMENT
H338,"INSPECTION- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT"
H339,INSPECTION- MATERIALS HANDLING EQUIPMENT
H340,"INSPECTION- ROPE, CABLE, CHAIN, AND FITTINGS"
H341,"INSPECTION- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT"
H342,INSPECTION- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS
H343,INSPECTION- PUMPS AND COMPRESSORS
H344,"INSPECTION- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS"
H345,"INSPECTION- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT"
H346,INSPECTION- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT
H347,"INSPECTION- PIPE, TUBING, HOSE, AND FITTINGS"
H348,INSPECTION- VALVES
H349,INSPECTION- MAINTENANCE AND REPAIR SHOP EQUIPMENT
H351,INSPECTION- HAND TOOLS
H352,INSPECTION- MEASURING TOOLS
H353,INSPECTION- HARDWARE AND ABRASIVES
H354,INSPECTION- PREFABRICATED STRUCTURES AND SCAFFOLDING
H355,"INSPECTION- LUMBER, MILLWORK, PLYWOOD, AND VENEER"
H356,INSPECTION- CONSTRUCTION AND BUILDING MATERIALS
H358,"INSPECTION- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT"
H359,INSPECTION- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS
H360,"INSPECTION- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES"
H361,INSPECTION- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT
H362,INSPECTION- LIGHTING FIXTURES AND LAMPS
H363,"INSPECTION- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS"
H365,"INSPECTION- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES"
H366,INSPECTION- INSTRUMENTS AND LABORATORY EQUIPMENT
H367,INSPECTION- PHOTOGRAPHIC EQUIPMENT
H368,INSPECTION- CHEMICALS AND CHEMICAL PRODUCTS
H369,INSPECTION- TRAINING AIDS AND DEVICES
H370,INSPECTION- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT
H371,INSPECTION- FURNITURE
H372,INSPECTION- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES
H373,INSPECTION- FOOD PREPARATION AND SERVING EQUIPMENT
H374,"INSPECTION- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT"
H375,INSPECTION- OFFICE SUPPLIES AND DEVICES
H376,"INSPECTION- BOOKS, MAPS, AND OTHER PUBLICATIONS"
H377,INSPECTION- MUSICAL INST/PHONOGRAPH/HOME RADIO
H378,INSPECTION- RECREATIONAL AND ATHLETIC EQUIPMENT
H379,INSPECTION- CLEANING EQUIPMENT AND SUPPLIES
H380,"INSPECTION- BRUSHES, PAINTS, SEALERS, AND ADHESIVES"
H381,"INSPECTION- CONTAINERS, PACKAGING, AND PACKING SUPPLIES"
H383,"INSPECTION- TEXTILES, LEATHER, FURS, APPAREL AND SHOE FINDINGS, TENTS AND FLAGS"
H384,"INSPECTION- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA"
H385,INSPECTION- TOILETRIES
H387,INSPECTION- AGRICULTURAL SUPPLIES
H388,INSPECTION- LIVE ANIMALS
H389,INSPECTION- SUBSISTENCE
H391,"INSPECTION- FUELS, LUBRICANTS, OILS, AND WAXES"
H393,INSPECTION- NONMETALLIC FABRICATED MATERIALS
H394,INSPECTION- NONMETALLIC CRUDE MATERIALS
H395,"INSPECTION- METAL BARS, SHEETS, AND SHAPES"
H396,"INSPECTION- ORES, MINERALS, AND THEIR PRIMARY PRODUCTS"
H399,INSPECTION- MISCELLANEOUS
H9,"OTHER QUALITY, TEST, INSPECT SVCS"
H910,OTHER QC/TEST/INSPECT- WEAPONS
H911,OTHER QC/TEST/INSPECT- NUCLEAR ORDNANCE
H912,OTHER QC/TEST/INSPECT- FIRE CONTROL EQUIPMENT
H913,OTHER QC/TEST/INSPECT- AMMUNITION AND EXPLOSIVES
H914,OTHER QC/TEST/INSPECT- GUIDED MISSILES
H915,OTHER QC/TEST/INSPECT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS
H916,OTHER QC/TEST/INSPECT- AIRCRAFT COMPONENTS AND ACCESSORIES
H917,"OTHER QC/TEST/INSPECT- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT"
H918,OTHER QC/TEST/INSPECT- SPACE VEHICLES
H919,"OTHER QC/TEST/INSPECT- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS"
H920,OTHER QC/TEST/INSPECT- SHIP AND MARINE EQUIPMENT
H922,OTHER QC/TEST/INSPECT- RAILWAY EQUIPMENT
H923,"OTHER QC/TEST/INSPECT- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES"
H924,OTHER QC/TEST/INSPECT- TRACTORS
H925,OTHER QC/TEST/INSPECT- VEHICULAR EQUIPMENT COMPONENTS
H926,OTHER QC/TEST/INSPECT- TIRES AND TUBES
H928,"OTHER QC/TEST/INSPECT- ENGINES, TURBINES, AND COMPONENTS"
H929,OTHER QC/TEST/INSPECT- ENGINE ACCESSORIES
H930,OTHER QC/TEST/INSPECT- MECHANICAL POWER TRANSMISSION EQUIPMENT
H931,OTHER QC/TEST/INSPECT- BEARINGS
H932,OTHER QC/TEST/INSPECT- WOODWORKING MACHINERY AND EQUIPMENT
H934,OTHER QC/TEST/INSPECT- METALWORKING MACHINERY
H935,OTHER QC/TEST/INSPECT- SERVICE AND TRADE EQUIPMENT
H936,OTHER QC/TEST/INSPECT- SPECIAL INDUSTRY MACHINERY
H937,OTHER QC/TEST/INSPECT- AGRICULTURAL MACHINERY AND EQUIPMENT
H938,"OTHER QC/TEST/INSPECT- CONSTRUCTION, MINING, EXCAVATING, AND HIGHWAY MAINTENANCE EQUIPMENT"
H939,OTHER QC/TEST/INSPECT- MATERIALS HANDLING EQUIPMENT
H940,"OTHER QC/TEST/INSPECT- ROPE, CABLE, CHAIN, AND FITTINGS"
H941,"OTHER QC/TEST/INSPECT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT"
H942,OTHER QC/TEST/INSPECT- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS
H943,OTHER QC/TEST/INSPECT- PUMPS AND COMPRESSORS
H944,"OTHER QC/TEST/INSPECT- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS"
H945,"OTHER QC/TEST/INSPECT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT"
H946,OTHER QC/TEST/INSPECT- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT
H947,"OTHER QC/TEST/INSPECT- PIPE, TUBING, HOSE, AND FITTINGS"
H948,OTHER QC/TEST/INSPECT- VALVES
H949,OTHER QC/TEST/INSPECT- MAINTENANCE AND REPAIR SHOP EQUIPMENT
H951,OTHER QC/TEST/INSPECT- HAND TOOLS
H952,OTHER QC/TEST/INSPECT- MEASURING TOOLS
H953,OTHER QC/TEST/INSPECT- HARDWARE AND ABRASIVES
H954,OTHER QC/TEST/INSPECT- PREFABRICATED STRUCTURES AND SCAFFOLDING
H955,"OTHER QC/TEST/INSPECT- LUMBER, MILLWORK, PLYWOOD, AND VENEER"
H956,OTHER QC/TEST/INSPECT- CONSTRUCTION AND BUILDING MATERIALS
H958,"OTHER QC/TEST/INSPECT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT"
H959,OTHER QC/TEST/INSPECT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS
H960,"OTHER QC/TEST/INSPECT- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES"
H961,OTHER QC/TEST/INSPECT- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT
H962,OTHER QC/TEST/INSPECT- LIGHTING FIXTURES AND LAMPS
H963,"OTHER QC/TEST/INSPECT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS"
H965,"OTHER QC/TEST/INSPECT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES"
H966,OTHER QC/TEST/INSPECT- INSTRUMENTS AND LABORATORY EQUIPMENT
H967,OTHER QC/TEST/INSPECT- PHOTOGRAPHIC EQUIPMENT
